m/z	RT	isotope_state	is_isotope	is_in_source_fragment	MS2	P_RT-A1	P_RT-A2
770.5713	5.676	M+0	False	False		1871	2360
766.5336	19.613	M+0	False	False		2372	2360
186.0689	17.248	M+0	False	False		2595	2358
757.5402	8.019	M+0	False	False		2686	2358
1224.9306	14.462	M+0	False	False		2358	1825
805.0387	7.287	M+0	False	False		2270	2357
935.8484	13.286	M+0	False	False		1640	2357
1331.2264	15.129	M+0	False	False		2357	2819
476.3078	17.57	M+0	False	False		1786	2357
665.5342	13.192	M+0	False	False		2873	2355
824.3951	2.461	M+0	False	False		2354	1955
388.2534	0.21	M+0	False	False		2354	1879
461.3591	9.16	M+0	False	False		2354	3094
284.3319	3.17	M+0	False	False		3736	2353
922.3094	12.885	M+0	False	False		2405	2353
996.7533	15.175	M+3	True	False		2309	2351
767.5374	13.566	M+0	False	False		2351	2033
759.5948	6.788	M+0	False	False		1294	2350
744.5424	2.508	M+0	False	False		2349	2547
919.7151	16.282	M+0	False	False		1965	2349
794.5252	6.186	M+0	False	False		2348	2053
943.9896	16.689	M+0	False	False		2347	2005
746.6283	12.837	M+1	True	False		2011	2345
531.4774	12.794	M+0	False	False		2344	1875
789.6148	10.791	M+0	False	False		2499	2343
975.8468	14.602	M+0	False	False		1836	2342
1408.1404	14.365	M+0	False	False		2279	2340
274.2742	19.267	M+0	False	False		2204	2340
591.429	15.798	M+0	False	False		3388	2338
659.4806	5.564	M+0	False	False		2338	1947
776.2352	16.17	M+0	False	False		2337	2247
621.5212	6.561	M+0	False	False		2334	2249
636.5062	12.794	M+0	False	False		2334	1758
186.0661	0.074	M+0	False	False		10687	2333
829.5227	4.699	M+0	False	False		2301	2332
1275.1322	12.961	M+0	False	False		2332	2032
476.3056	9.189	M+0	False	False		2048	2330
933.7784	13.517	M+0	False	False		2330	1781
1448.9612	12.364	M+0	False	False		2329	2317
922.0648	9.424	M+0	False	False		2224	2329
1369.9558	12.187	M+1	True	False		2328	1510
492.2139	1.635	M+0	False	False		1420	2328
637.4676	11.413	M+0	False	False		2327	2153
695.6112	14.27	M+0	False	False		2373	2326
739.5103	6.693	M+2	True	False		2405	2326
590.4282	19.843	M+0	False	False		3177	2325
830.0226	3.904	M+2	True	False		2324	1857
608.5709	12.853	M+0	False	False		2324	2538
372.1032	12.932	M+0	False	False		1908	2321
636.5054	13.038	M+0	False	False		1593	2321
793.6614	11.021	M+0	False	False		1019	2320
388.2557	19.716	M+0	False	False		2344	2320
1460.1113	15.271	M+0	False	False		2319	1286
258.1069	15.444	M+0	False	False		9560	2319
722.5651	11.631	M+0	False	False		2084	2319
845.5057	4.086	M+0	False	False		2361	2319
923.0284	18.012	M+0	False	False		2319	3996
458.3488	16.284	M+0	False	False		2317	2216
846.4969	3.987	M+0	False	False		1816	2316
388.2544	0.532	M+0	False	False		2462	2315
663.4754	11.318	M+0	False	False		2312	1588
902.7451	15.702	M+0	False	False		2310	1557
698.6068	12.045	M+0	False	False		2004	2310
768.5675	4.039	M+0	False	False		2051	2310
933.7869	12.59	M+0	False	False		1860	2310
539.3521	3.205	M+0	False	False		2308	1965
977.811	13.286	M+0	False	False		1913	2306
458.3436	3.727	M+0	False	False		2306	2241
549.5301	12.636	M+1	True	False		1546	2305
838.3823	2.366	M+2	True	False		2305	2076
1170.8508	11.365	M+0	False	False		2303	1506
304.2831	0.239	M+0	False	False		2303	2336
388.255	19.151	M+0	False	False		2107	2303
810.3677	5.376	M+0	False	False		2303	2800
194.1187	17.541	M+0	False	False		1237	2300
328.1772	14.412	M+0	False	False		1027	2300
383.2742	1.673	M+0	False	False		2295	1482
635.4513	15.127	M+0	False	False		1791	2294
861.6752	3.24	M+0	False	False		2421	2294
383.3319	16.545	M+0	False	False		2293	1905
793.6087	10.057	M+0	False	False		2291	2012
776.2312	15.677	M+0	False	False		2316	2289
837.0288	3.356	M+0	False	False		2289	2229
854.517	3.075	M+0	False	False		1899	2288
686.4449	12.991	M+1	True	False		1997	2287
959.3737	3.261	M+0	False	False		2287	1852
721.6461	5.806	M+0	False	False		1601	2286
1347.176	14.507	M+1	True	False		2419	2286
954.8586	16.136	M+0	False	False		2285	1615
547.4042	16.211	M+0	False	False		2285	1919
1404.8684	11.472	M+0	False	False		2284	1756
564.3589	0.574	M+0	False	False		2284	2549
752.584	10.744	M+0	False	False		2247	2282
1034.9224	13.363	M+0	False	False		2281	1517
1351.4099	15.339	M+0	False	False		2708	2281
776.5143	4.793	M+0	False	False		0	2279
866.7734	12.592	M+0	False	False		2279	1761
956.3724	3.261	M+0	False	False		2276	2130
879.7462	15.28	M+0	False	False		2396	2276
553.3855	0.75	M+0	False	False		2275	1785
782.4122	3.403	M+0	False	False		2275	2142
673.4608	3.941	M+0	False	False		2274	3561
922.0458	16.946	M+0	False	False		1987	2273
623.6206	13.522	M+0	False	False		1996	2272
788.6116	15.379	M+0	False	False		2272	1507
1331.1913	15.583	M+1	True	False		0	2272
752.5862	8.323	M+0	False	False		2208	2271
807.5776	3.261	M+0	False	False		2270	2291
1370.4126	12.731	M+3	True	False		2052	2270
922.0686	7.91	M+0	False	False		2270	1849
769.739	7.91	M+3	True	False		2269	1868
912.7694	13.363	M+0	False	False		2269	1965
810.5604	9.513	M+0	False	False		2487	2267
920.8646	15.271	M+0	False	False		2266	1962
829.4976	4.731	M+0	False	False		2266	1700
566.5704	16.085	M+0	False	False		3628	2265
827.4973	4.793	M+1	True	False		1745	2264
722.564	8.195	M+0	False	False		2264	2218
900.6462	4.089	M+0	False	False	828.6306;1.0	2263	1651
330.1551	15.58	M+0	False	False		2263	1634
760.5362	2.319	M+0	False	False		2263	0
830.524	3.054	M+0	False	False		2262	2021
854.5884	3.276	M+0	False	False		1906	2262
579.535	12.991	M+0	False	False		3517	2261
1355.1785	15.583	M+0	False	False		1627	2260
786.5116	4.18	M+0	False	False		2258	0
696.6868	15.339	M+0	False	False		2772	2258
701.4105	3.821	M+0	False	False		2258	1956
615.4099	15.957	M+0	False	False		2257	2112
721.5794	12.837	M+0	False	False		2787	2257
710.6662	14.317	M+0	False	False		3185	2256
723.5127	0.198	M+1	True	False		2256	3623
1373.9329	12.187	M+0	False	False		2255	1578
839.5408	4.136	M+0	False	False		2254	2733
421.227	0.514	M+0	False	False		2254	2156
665.4632	12.64	M+0	False	False		2254	1730
689.6062	16.173	M+1	True	False		2144	2252
884.7681	14.507	M+3	True	False		1786	2251
766.5292	0.544	M+0	False	False		2024	2251
772.4212	4.972	M+0	False	False		2311	2249
621.5188	4.329	M+0	False	False		2435	2249
754.488	4.089	M+0	False	False		2249	1558
856.4915	4.638	M+0	False	False		2248	1574
960.8325	13.363	M+0	False	False		2246	2533
950.8093	15.327	M+0	False	False		3072	2241
1427.8796	12.187	M+0	False	False		2240	1764
284.3316	8.146	M+0	False	False		2820	2240
830.526	4.238	M+0	False	False		3140	2240
1315.849	14.368	M+0	False	False		2239	1143
804.5208	6.988	M+0	False	False		2239	2282
270.1659	5.496	M+0	False	False		2174	2238
922.0754	12.045	M+0	False	False		2513	2237
701.4054	11.413	M+0	False	False		2236	2097
773.6626	15.964	M+0	False	False		2028	2236
1232.2103	14.27	M+0	False	False		0	2235
768.5196	2.866	M+0	False	False		2235	1705
816.575	3.17	M+0	False	False		1931	2233
782.4516	2.866	M+0	False	False		2231	0
933.3701	2.96	M+3	True	False		2231	1683
793.609	9.854	M+0	False	False		2231	2507
715.6578	14.459	M+0	False	False		2559	2229
1345.2242	14.648	M+0	False	False		2022	2228
664.5892	12.636	M+1	True	False		2663	2227
1067.2921	12.746	M+0	False	False		2227	2313
798.5564	3.786	M+2	True	False		1615	2226
476.3091	0.175	M+0	False	False		2226	2040
993.7958	15.175	M+0	False	False		2493	2224
943.9966	10.115	M+0	False	False		2424	2224
774.6276	7.857	M+0	False	False		2223	4577
849.0096	4.285	M+0	False	False		2257	2223
923.7909	14.459	M+0	False	False		1775	2223
564.362	2.564	M+0	False	False		1414	2222
593.4435	0.696	M+0	False	False		1934	2222
759.5734	7.926	M+0	False	False		1953	2222
1347.907	12.317	M+0	False	False		2221	1780
1406.9349	12.304	M+0	False	False		1696	2221
893.7519	13.363	M+0	False	False		2221	2025
933.7737	16.248	M+0	False	False		2221	1325
941.8629	14.222	M+0	False	False		1510	2220
476.3068	0.656	M+0	False	False		2220	1882
635.4577	9.468	M+0	False	False		2342	2220
650.5976	15.845	M+1	True	False		1931	2218
797.5794	12.199	M+0	False	False		1573	2218
901.7489	14.459	M+3	True	False		1701	2216
923.8863	15.536	M+1	True	False		2216	2038
850.2499	16.033	M+0	False	False		2216	1591
614.4123	12.794	M+0	False	False		2215	2076
766.5341	19.467	M+0	False	False		1816	2215
768.5678	4.946	M+0	False	False		2215	2650
852.3535	3.028	M+0	False	False		2048	2214
1231.1234	13.712	M+0	False	False		0	2214
673.5888	15.857	M+0	False	False		2214	1739
898.7974	12.246	M+0	False	False		2213	2149
722.508	17.726	M+0	False	False		2206	2213
577.52	14.507	M+0	False	False		1495	2211
816.7122	14.32	M+1	True	False		2211	2057
758.54	9.843	M+0	False	False		2210	2461
703.2142	16.129	M+1	True	False		1701	2209
770.7202	13.759	M+2	True	False		2200	2207
388.2532	4.877	M+0	False	False		2085	2207
761.5994	8.242	M+0	False	False		2206	3580
810.5631	14.707	M+0	False	False		1884	2206
1488.1317	14.554	M+0	False	False		2047	2206
590.4718	3.122	M+1	True	False		3851	2204
590.4614	10.639	M+0	False	False		2204	2724
623.5798	3.054	M+0	False	False		2203	2666
874.8105	15.386	M+0	False	False		1548	2202
615.5758	15.58	M+0	False	False		2201	1621
959.8311	15.957	M+3	True	False		2200	1656
896.7723	12.046	M+0	False	False		2200	1868
186.0653	18.373	M+0	False	False		13761	2199
701.4088	8.265	M+0	False	False		2199	2154
509.5055	12.246	M+0	False	False		2934	2198
802.5234	6.521	M+0	False	False		3389	2198
690.5812	12.64	M+0	False	False		2196	1934
720.5492	2.319	M+0	False	False		2196	2085
1103.8218	12.789	M+0	False	False		1402	2196
664.4649	13.239	M+0	False	False		2475	2196
1462.1027	15.61	M+2	True	False		2194	1681
664.4568	15.857	M+0	False	False		2194	2023
709.6563	14.652	M+2	True	False		2194	2189
368.3487	13.613	M+0	False	False		2193	9229
736.5458	12.246	M+0	False	False		1945	2193
669.6143	13.522	M+0	False	False		1809	2193
697.552	9.845	M+0	False	False		0	2193
421.3367	9.598	M+0	False	False		2523	2192
554.3934	12.104	M+0	False	False		1704	2191
1151.0028	12.258	M+0	False	False		2190	1831
1001.8951	15.176	M+2	True	False		2189	1621
680.669	11.537	M+0	False	False		2575	2188
718.6062	13.038	M+1	True	False		1361	2187
842.5301	3.122	M+0	False	False		2206	2187
897.9332	13.618	M+0	False	False		2456	2185
587.55	6.923	M+0	False	False		2032	2185
388.2563	6.558	M+0	False	False		2699	2184
788.6046	3.261	M+0	False	False		2184	2436
1272.1968	12.949	M+0	False	False		2182	2005
810.5746	4.983	M+2	True	False		1465	2181
596.59	4.086	M+0	False	False		2206	2181
775.5008	4.136	M+0	False	False		2180	0
850.4609	2.887	M+0	False	False		2014	2180
922.0662	4.027	M+0	False	False		1801	2180
806.5044	3.974	M+0	False	False		2179	0
573.4895	12.317	M+0	False	False		2179	1840
904.6919	2.366	M+0	False	False		2179	1663
239.149	2.96	M+0	False	False		2178	3354
629.1979	16.016	M+0	False	False		1970	2178
910.668	16.085	M+0	False	False		2404	2178
917.7	16.326	M+0	False	False		2177	2128
1259.1432	14.459	M+0	False	False		0	2176
809.5212	4.041	M+0	False	False		2175	1307
680.5045	8.019	M+0	False	False		3086	2174
978.7587	15.927	M+1	True	False		2174	2055
637.4665	6.788	M+0	False	False		1755	2174
738.6609	12.991	M+0	False	False		2934	2174
760.5869	12.686	M+0	False	False		2173	2053
804.4802	2.319	M+0	False	False		2172	1586
853.0195	3.821	M+0	False	False		2172	1412
939.8245	12.246	M+0	False	False		2172	1977
978.8372	15.379	M+2	True	False		2172	2130
634.4694	15.922	M+0	False	False		2214	2171
813.0411	4.285	M+0	False	False		2114	2171
722.5654	3.276	M+0	False	False		2101	2169
796.5719	12.592	M+0	False	False		2168	1952
388.2535	18.972	M+0	False	False		1798	2167
596.5934	11.138	M+0	False	False		2167	1513
678.4788	19.287	M+0	False	False		2166	2378
708.5644	13.759	M+3	True	False		2284	2165
186.1275	16.422	M+0	False	False		2165	1839
772.6128	3.786	M+0	False	False		1321	2165
164.9206	17.039	M+0	False	False		2164	1538
895.7338	12.853	M+0	False	False		2164	1371
564.3585	17.252	M+0	False	False		2164	1427
619.5295	14.412	M+0	False	False		2145	2163
752.5206	4.746	M+0	False	False		1793	2162
1179.0441	12.59	M+0	False	False		0	2161
1184.3922	13.18	M+0	False	False		2583	2161
771.4348	4.983	M+0	False	False		3371	2159
878.7263	15.391	M+0	False	False		2159	2766
960.8924	16.482	M+1	True	False		2159	1812
538.5392	16.326	M+0	False	False		2158	1402
186.0657	19.613	M+0	False	False		13424	2156
432.28	2.469	M+0	False	False		2127	2155
809.5891	3.054	M+1	True	False		2152	2053
722.5467	9.691	M+0	False	False		2152	2067
923.7928	15.768	M+0	False	False		2152	2332
788.5424	4.144	M+0	False	False		1248	2151
1369.2244	14.365	M+3	True	False		2171	2151
476.3089	9.787	M+0	False	False		2150	2161
690.5658	15.975	M+1	True	False		2373	2150
589.5314	8.207	M+0	False	False		2148	2419
790.6317	15.175	M+0	False	False		1446	2147
388.254	9.283	M+0	False	False		2569	2146
458.349	0.074	M+0	False	False		2040	2146
635.4575	12.187	M+0	False	False		2145	2482
894.7479	13.008	M+2	True	False		2145	1920
922.0698	8.45	M+0	False	False		2083	2144
899.7083	14.648	M+0	False	False		1564	2143
869.7401	13.363	M+0	False	False		2141	1763
792.5131	3.987	M+0	False	False		1691	2141
624.623	5.496	M+0	False	False		0	2139
816.4972	4.089	M+0	False	False		2139	1906
194.1171	15.975	M+0	False	False		1464	2138
925.7597	14.554	M+2	True	False		1401	2137
194.1177	8.068	M+0	False	False		1313	2136
804.5779	3.24	M+0	False	False		2117	2135
1461.101	15.379	M+0	False	False		2135	2274
922.0517	6.474	M+0	False	False		2463	2134
353.2679	15.857	M+0	False	False		2133	2063
1233.0452	12.246	M+0	False	False		2132	2604
761.6035	8.207	M+0	False	False		2132	1679
1169.2572	8.393	M+2	True	False		2131	3891
855.5062	4.089	M+0	False	False		2130	1981
697.55	15.391	M+0	False	False		2130	7476
532.4348	12.187	M+0	False	False		2128	1739
818.7116	12.151	M+0	False	False		2427	2128
870.8286	13.665	M+0	False	False		1940	2127
572.3618	15.702	M+0	False	False		2127	1791
1353.355	14.462	M+0	False	False		2127	2243
591.4314	11.567	M+0	False	False		2126	1918
817.5019	4.077	M+1	True	False		2126	0
924.7847	16.173	M+1	True	False		1834	2126
789.6126	7.451	M+3	True	False		2124	2118
791.6408	13.239	M+0	False	False		1530	2123
596.5943	6.558	M+0	False	False		2240	2121
902.7286	13.333	M+3	True	False		2080	2121
476.419	12.363	M+1	True	False		2072	2120
833.685	12.258	M+0	False	False		2120	1361
810.5611	18.189	M+0	False	False		2120	1848
663.6584	12.59	M+0	False	False		2441	2119
922.0624	11.472	M+0	False	False		2119	2418
1423.875	13.314	M+0	False	False		2118	2479
556.3854	15.631	M+0	False	False		1842	2116
317.3252	18.558	M+0	False	False		2115	2290
1224.9326	15.444	M+0	False	False		1432	2114
673.6125	13.459	M+0	False	False		2113	2487
860.6701	7.938	M+0	False	False		1338	2113
288.3294	9.558	M+0	False	False		2197	2113
458.3496	18.746	M+0	False	False		2113	1960
767.534	4.826	M+0	False	False		2113	1564
702.5423	3.217	M+0	False	False		2112	1627
748.5992	6.386	M+0	False	False		1932	2112
845.026	3.941	M+0	False	False		2110	1866
241.0047	15.857	M+0	False	False		2109	1596
701.4132	4.238	M+0	False	False		2398	2109
684.6432	13.314	M+0	False	False		2108	2844
642.6304	12.199	M+0	False	False		2108	1531
655.6005	12.885	M+0	False	False		1934	2108
1032.869	14.554	M+0	False	False		1389	2107
437.8199	2.866	M+0	False	False		2107	2078
727.6146	12.045	M+0	False	False		1933	2107
956.861	15.927	M+0	False	False		2106	2035
1353.1637	15.58	M+0	False	False		2104	0
281.0525	16.016	M+0	False	False		1488	2104
847.5001	3.941	M+1	True	False		2103	2220
1389.172	15.175	M+0	False	False		1496	2103
549.5088	9.283	M+0	False	False		1556	2100
802.4834	2.319	M+0	False	False		2099	2038
188.0651	14.747	M+2	True	False		2098	3801
916.8419	14.365	M+0	False	False		2235	2097
1033.8711	15.798	M+0	False	False		1767	2097
1390.1854	15.922	M+0	False	False		1674	2097
258.1145	15.975	M+0	False	False		2366	2097
1331.1936	15.964	M+0	False	False		0	2093
596.5912	9.254	M+0	False	False		2091	1488
854.5876	11.584	M+0	False	False		1429	2090
769.542	4.731	M+3	True	False		2089	1853
875.5041	4.877	M+3	True	False		1720	2088
548.5562	12.901	M+0	False	False		2087	1725
421.3322	15.339	M+0	False	False		2076	2086
288.3288	9.141	M+0	False	False		2117	2085
766.719	8.161	M+0	False	False		2083	1747
186.0682	19.04	M+0	False	False		11739	2082
810.562	0.468	M+0	False	False		2263	2081
877.9569	14.554	M+0	False	False		2584	2080
1142.3988	13.239	M+0	False	False		0	2080
269.1625	10.884	M+0	False	False		1440	2080
527.4031	0.497	M+0	False	False		2067	2078
593.4488	0.185	M+0	False	False		2123	2078
699.5984	12.901	M+0	False	False		2078	1490
987.9102	15.503	M+0	False	False		2467	2076
724.5142	12.187	M+2	True	False		2076	2179
948.942	15.631	M+0	False	False		2291	2075
476.3086	18.725	M+0	False	False		2528	2073
226.9505	12.746	M+0	False	False		2071	1616
572.3606	14.652	M+0	False	False		2071	1638
767.5462	16.312	M+0	False	False		1610	2071
689.6538	15.129	M+0	False	False		2069	2419
665.4621	11.392	M+0	False	False		1739	2069
608.3854	9.237	M+0	False	False		1532	2068
1350.3708	15.386	M+0	False	False		1736	2068
728.4989	12.246	M+0	False	False		1822	2066
1353.0928	14.604	M+0	False	False		2066	2104
892.7559	13.115	M+0	False	False		2065	1991
758.5688	8.566	M+0	False	False		2064	2549
300.1549	12.944	M+0	False	False		8942	2062
327.2037	17.087	M+0	False	False		3106	2062
774.631	4.039	M+0	False	False		2152	2062
571.4325	6.646	M+0	False	False		1703	2060
593.4422	8.245	M+3	True	False		2062	2060
923.0402	16.312	M+0	False	False		2405	2058
1020.0269	15.28	M+0	False	False		1345	2058
672.5188	3.217	M+0	False	False		2056	3139
1160.0272	9.878	M+0	False	False		2281	2055
608.3839	6.422	M+0	False	False		1205	2055
845.7408	13.613	M+0	False	False		2054	1671
502.3743	0.52	M+0	False	False		1789	2053
1233.2103	14.27	M+1	True	False		0	2052
1349.302	15.332	M+0	False	False		2052	2695
202.0712	11.13	M+0	False	False		2007	2052
679.4794	9.644	M+0	False	False		2052	1661
709.588	12.246	M+0	False	False		2051	2196
922.0613	18.81	M+0	False	False		2051	1960
880.7473	15.319	M+1	True	False		2050	1587
922.0714	10.057	M+0	False	False		2050	1967
806.5502	4.144	M+0	False	False		0	2046
648.617	13.239	M+1	True	False		2092	2044
556.3869	16.129	M+0	False	False		1733	2043
588.553	9.738	M+0	False	False		2043	2138
703.2174	15.987	M+1	True	False		2038	2041
432.2806	0.185	M+0	False	False		2174	2040
614.4106	11.298	M+0	False	False		1328	2040
1281.8689	12.045	M+1	True	False		2083	2039
591.4354	13.665	M+1	True	False		1717	2039
635.4574	0.832	M+1	True	False		1511	2039
772.2724	11.021	M+0	False	False		0	2039
875.783	13.613	M+0	False	False		2039	1827
951.8068	14.604	M+0	False	False		2039	1755
895.4224	4.899	M+0	False	False		2038	2211
945.7622	12.837	M+0	False	False		1073	2038
421.331	15.58	M+0	False	False		2035	2375
881.7586	16.049	M+0	False	False		1794	2035
927.877	14.32	M+0	False	False		2034	2169
866.4921	2.328	M+0	False	False		2374	2033
1372.9373	12.246	M+0	False	False		3235	2033
327.2012	0.62	M+0	False	False		1412	2030
766.5349	0.643	M+0	False	False		2185	2028
722.4698	4.877	M+0	False	False		1723	2027
905.7685	16.173	M+0	False	False		1496	2027
922.0782	9.468	M+0	False	False		1970	2027
876.8158	16.129	M+0	False	False		1388	2025
1363.8799	13.267	M+0	False	False		2025	2357
547.4049	14.51	M+0	False	False		2025	1699
615.4576	9.546	M+0	False	False		1922	2023
901.8754	14.507	M+0	False	False		1514	2022
922.067	8.068	M+0	False	False		1844	2021
1341.2362	15.431	M+0	False	False		2017	1845
686.447	16.359	M+0	False	False		2016	1701
832.635	6.14	M+0	False	False		2015	1604
520.3351	17.982	M+0	False	False		2013	1949
1362.3729	13.363	M+0	False	False		2013	3436
788.6071	3.941	M+2	True	False		2012	1569
509.5074	12.636	M+0	False	False		2028	2010
922.058	5.564	M+0	False	False		2010	1821
565.6177	12.364	M+0	False	False		2009	1714
350.254	17.278	M+0	False	False		2378	2008
629.1938	16.246	M+0	False	False		2238	2008
344.2272	5.603	M+0	False	False		2005	2116
679.484	12.316	M+0	False	False		2624	2005
728.524	5.603	M+0	False	False		2005	1793
953.8303	14.554	M+0	False	False		1399	2005
872.4802	2.328	M+0	False	False		1892	2004
608.4739	9.854	M+1	True	False		2003	1989
895.8554	15.127	M+0	False	False		1895	2003
1290.129	12.64	M+0	False	False		2002	3613
839.0009	4.826	M+0	False	False		2001	1203
187.0601	9.107	M+0	False	False		2001	1992
502.3758	19.017	M+0	False	False		1692	2000
950.7988	16.248	M+0	False	False		2000	1451
913.6625	13.411	M+2	True	False		1999	1694
369.3942	15.503	M+0	False	False		2139	1999
678.5056	7.521	M+0	False	False		1222	1999
562.5661	8.175	M+0	False	False		2027	1998
1224.9415	14.707	M+0	False	False		0	1996
901.8799	13.618	M+0	False	False		1924	1996
671.57	12.093	M+0	False	False		1995	1860
921.7697	15.718	M+0	False	False		1489	1991
609.6064	12.885	M+0	False	False		1296	1990
