m/z	RT	isotope_state	is_isotope	is_in_source_fragment	MS2	P_RT-A1	P_RT-A2
858.4979	2.234	M+0	False	False		6690	7765
619.4551	1.626	M+0	False	False		7763	6776
1177.3385	8.356	M+3	True	False		3431	7758
520.3392	1.484	M+0	False	False		7757	6214
464.3802	2.414	M+2	True	False		7750	8180
731.6111	12.187	M+0	False	False		7746	5918
649.565	12.961	M+1	True	False		7740	7370
827.5241	1.635	M+0	False	False		6736	7740
738.5061	6.671	M+1	True	False		7739	5287
1014.8487	15.129	M+1	True	False		7735	6888
596.5976	12.364	M+0	False	False		7729	7436
712.4804	1.776	M+0	False	False		6037	7728
548.5044	14.317	M+0	False	False	419.3524;1.0	7046	7726
679.684	12.316	M+0	False	False		10212	7720
900.8032	15.934	M+0	False	False		6729	7720
802.633	9.515	M+0	False	False		7717	6259
600.4262	1.767	M+0	False	False		7715	7947
837.7729	14.317	M+1	True	False		7403	7715
879.8149	14.507	M+3	True	False		6881	7709
792.5303	5.005	M+0	False	False		7707	7428
1478.4031	13.57	M+2	True	False		6899	7702
800.4652	1.681	M+2	True	False		7451	7698
703.489	3.261	M+1	True	False		7697	7305
697.5564	11.903	M+0	False	False		0	7685
982.2612	8.575	M+0	False	False	371.1018;0.5058|431.0886;0.4942	3888	7675
901.6302	4.285	M+1	True	False		7337	7675
984.2557	8.539	M+2	True	False		4366	7674
745.4859	1.905	M+1	True	False		7667	6750
790.5603	2.564	M+0	False	False		7417	7667
718.5391	7.38	M+0	False	False		5644	7652
868.5829	1.72	M+2	True	False		7652	7282
269.1952	1.626	M+0	False	False		7651	6174
471.806	1.626	M+0	False	False		7638	8536
876.8651	14.604	M+0	False	False		7638	10728
1056.2775	10.023	M+0	False	False		3889	7638
623.4446	2.272	M+0	False	False		7637	6683
797.0111	12.592	M+0	False	False		7637	5880
628.3208	1.493	M+0	False	False		8306	7636
1093.9962	15.583	M+0	False	False		0	7633
872.4639	1.913	M+0	False	False		7555	7607
921.3125	12.545	M+0	False	False		7606	6027
804.2441	3.24	M+1	True	False		2370	7602
1324.27	15.386	M+0	False	False		3544	7598
383.3667	15.033	M+0	False	True		7596	5772
697.6561	15.269	M+2	True	False		5787	7593
768.5104	1.681	M+0	False	False		5810	7588
1289.1901	14.557	M+0	False	False		7588	7089
1385.1887	14.176	M+0	False	False		7368	7587
1231.7418	4.089	M+0	False	False		7585	6463
369.337	12.885	M+0	False	True		7009	7578
794.5251	5.03	M+2	True	False		5482	7577
694.7203	11.537	M+0	False	False		6320	7567
768.7367	7.91	M+2	True	False		7556	7202
664.5361	13.038	M+1	True	False		6634	7540
1277.3558	15.176	M+0	False	False		7539	5871
775.4676	1.913	M+2	True	False		7691	7531
830.5946	10.559	M+2	True	False		7331	7530
868.4757	1.626	M+0	False	False		7528	7129
796.5467	3.774	M+0	False	False		7525	6423
1190.427	8.356	M+1	True	False		3581	7520
1279.5358	13.267	M+0	False	False		7520	8354
916.3253	12.778	M+0	False	False		4202	7512
594.7321	11.537	M+0	False	False		5308	7507
862.7874	14.365	M+0	False	False		5562	7503
872.7725	15.081	M+0	False	False		7503	7902
754.4393	2.328	M+0	False	False		7277	7490
1446.6067	12.151	M+2	True	False		0	7489
482.2492	1.626	M+0	False	False		7474	5555
531.4084	12.545	M+0	False	False		7474	6749
844.5436	2.772	M+0	False	False		7471	0
709.5216	13.708	M+2	True	False		7469	6768
906.4306	2.772	M+0	False	False		7465	6388
723.5126	9.033	M+1	True	False		7461	6962
469.2589	1.635	M+0	False	False		8800	7457
1330.3701	13.239	M+1	True	False		6455	7457
456.2921	1.484	M+0	False	False		7455	6804
892.6045	1.858	M+0	False	False		7449	6083
671.6256	14.179	M+0	False	False		7447	3247
1369.1613	13.759	M+0	False	False		6398	7445
683.4913	6.671	M+3	True	False		7443	7321
795.5111	12.59	M+0	False	False		5792	7443
1325.3857	15.081	M+0	False	False		7441	7491
800.2518	8.83	M+0	False	False		5503	7438
880.8237	14.807	M+1	True	False		7438	6658
596.6086	11.52	M+3	True	False		7437	7341
377.7728	2.793	M+0	False	False		6459	7430
460.3038	1.579	M+0	False	False		7428	7526
618.4734	2.461	M+0	False	False		7427	6609
850.3061	4.039	M+0	False	False		1863	7414
908.5948	8.767	M+0	False	False	568.3313;0.6417|811.5965;0.3583	7413	6476
950.8806	15.857	M+2	True	False		7412	7373
1222.422	9.74	M+0	False	False		7932	7412
574.493	5.308	M+0	False	False		0	7408
926.4763	1.532	M+2	True	False		7405	6258
771.457	2.226	M+1	True	False		7404	7136
863.5146	5.355	M+0	False	False		6575	7402
1475.4028	13.57	M+3	True	False		5841	7402
847.4882	2.772	M+1	True	False		7397	6434
848.5299	1.681	M+0	False	False		7057	7396
992.6431	4.605	M+0	False	False		6824	7391
367.3368	14.131	M+0	False	False		7379	9031
843.4921	3.17	M+1	True	False		8291	7379
1404.3826	13.411	M+2	True	False		7377	7887
1341.1349	13.286	M+0	False	False		6047	7374
805.6519	11.49	M+1	True	False		6116	7373
1425.1619	16.136	M+2	True	False		7372	7247
460.3213	1.626	M+0	False	False		7368	6195
710.5588	12.246	M+1	True	False		7110	7359
1065.369	13.239	M+1	True	False		5693	7349
896.4586	2.272	M+0	False	False		7339	6037
939.8121	14.179	M+0	False	False		7339	4966
691.6717	14.368	M+1	True	False		7338	4750
423.2846	1.532	M+0	False	False		7325	6636
697.5556	12.636	M+0	False	False		1482	7317
1223.531	9.645	M+1	True	False		0	7314
1456.1476	15.444	M+0	False	False		6152	7306
706.5836	12.794	M+1	True	False		7296	6906
637.4693	1.635	M+0	False	False		7287	7295
817.5438	2.328	M+0	False	False		7748	7295
704.486	2.564	M+0	False	False		8513	7288
748.466	1.813	M+0	False	False		7286	7165
472.3035	1.673	M+1	True	False		7282	5580
953.8516	15.798	M+0	False	False		7010	7279
1432.3733	12.731	M+1	True	False		4194	7274
1251.8369	4.086	M+0	False	False		5644	7272
829.7265	14.459	M+0	False	False		6475	7265
909.4841	1.626	M+1	True	False		7264	6969
649.5666	13.175	M+0	False	False		7264	5820
1249.3592	13.085	M+0	False	False		4884	7258
1366.2151	14.368	M+0	False	False		7254	6962
659.423	2.319	M+3	True	False		7250	0
898.8469	14.128	M+0	False	False		6741	7245
721.5762	13.804	M+0	False	False		7237	6073
897.7313	14.51	M+0	False	False		7235	5736
664.4586	5.282	M+0	False	False		7230	0
1132.3809	12.901	M+2	True	False		7227	9558
808.5713	4.972	M+0	False	False		5338	7226
1349.2661	15.271	M+1	True	False		7225	8302
1464.8981	15.58	M+1	True	False		7217	6430
685.4369	10.101	M+0	False	False		7213	4931
745.4856	2.319	M+0	False	False		7211	7148
1488.4496	12.778	M+2	True	False		2191	7209
751.6746	15.994	M+0	False	False		7207	7271
789.6099	2.793	M+0	False	False		13864	7197
1218.1384	12.045	M+0	False	False		6960	7194
734.4784	2.366	M+2	True	False		7194	7161
717.6929	14.368	M+1	True	False		7183	6097
743.6114	12.364	M+0	False	False		7180	5918
1244.1008	12.187	M+0	False	False		7175	6733
772.5127	1.913	M+0	False	False		7024	7173
1471.4131	13.566	M+0	False	False		7172	9795
922.3102	12.545	M+1	True	False		7170	6110
697.5568	11.719	M+0	False	False		1079	7158
1302.3646	11.298	M+2	True	False		2673	7149
667.5459	12.093	M+0	False	False		7142	4334
853.7283	14.226	M+0	False	False		7142	7069
1254.348	13.068	M+0	False	False		7132	9249
567.6244	9.237	M+2	True	False		4748	7126
810.5538	3.054	M+0	False	False		7121	4545
454.7951	1.767	M+3	True	False		7120	5187
938.3953	2.319	M+0	False	False		7120	6484
805.5384	2.272	M+0	False	False		7117	6866
902.8768	14.652	M+0	False	False		7107	3931
270.1668	4.746	M+0	False	False		6382	7107
975.8334	15.431	M+0	False	False		7107	7651
752.4854	2.226	M+0	False	False		7104	7582
1028.8606	13.085	M+2	True	False		4110	7101
939.8054	13.665	M+2	True	False		6603	7092
860.523	1.821	M+0	False	False		7472	7092
715.4627	2.328	M+1	True	False		7850	7085
537.5354	13.008	M+0	False	False		7084	6766
588.5996	9.237	M+1	True	False		6782	7082
688.5187	11.951	M+1	True	False		7081	6828
955.7932	15.176	M+0	False	True		7074	6498
640.5878	6.462	M+0	False	False		5957	7069
904.494	1.579	M+0	False	False		7058	5515
1363.1075	13.708	M+3	True	False		7056	6536
577.3115	1.484	M+1	True	False		7046	6177
937.8355	16.482	M+0	False	False		7044	6948
902.8152	15.379	M+0	False	False		7042	7421
1290.409	13.522	M+0	False	False		5991	7041
965.8745	14.604	M+1	True	False		7039	6278
1322.438	15.129	M+2	True	False		7030	6913
899.7844	16.129	M+3	True	False		2964	7028
861.4797	1.813	M+1	True	False		7024	5919
952.8373	12.944	M+0	False	False		3572	7023
995.7554	15.175	M+2	True	False		6315	7022
730.5232	1.999	M+0	False	False		7018	5150
639.4534	2.226	M+1	True	False		7010	7047
708.4726	1.681	M+2	True	False		5438	7006
478.7716	4.077	M+0	False	False		7005	5002
422.2896	1.673	M+1	True	False		7001	7144
1349.2805	15.269	M+1	True	False		6064	6996
652.4144	0.945	M+0	False	False		5935	6985
722.568	4.364	M+0	False	False		6983	2566
784.4727	1.673	M+0	False	False		6979	4749
210.0981	4.227	M+0	False	False		6978	46886
327.3375	9.283	M+0	False	False		6406	6967
255.2112	13.708	M+0	False	False		6964	5754
283.1741	0.935	M+0	False	False		6963	7810
1470.4015	12.731	M+1	True	False		3392	6955
587.4694	2.564	M+0	False	False		6718	6955
874.7869	15.269	M+0	False	False		5784	6953
371.1022	13.085	M+0	False	False		2877	6949
564.5822	9.854	M+0	False	False		6946	7011
707.493	12.746	M+0	False	False		6943	5643
746.6293	12.199	M+1	True	False		6941	6749
581.621	7.498	M+0	False	False		6938	4862
499.2378	1.579	M+0	False	False		6936	6323
708.5776	14.226	M+1	True	False		6935	6676
846.5153	1.729	M+0	False	False		4668	6929
722.508	12.932	M+0	False	False		7471	6929
852.5625	1.776	M+0	False	False		5725	6924
879.54	1.767	M+0	False	False		6924	6950
1429.1134	16.211	M+0	False	False		6921	5535
775.6064	7.882	M+1	True	False		6397	6918
774.5396	2.226	M+0	False	False		6900	5075
749.5022	1.587	M+0	False	False		5548	6897
869.5193	1.532	M+1	True	False		6896	6934
762.5523	1.905	M+0	False	False		6872	6117
186.0857	15.398	M+0	False	False		6945	6870
888.5154	1.673	M+0	False	False		6869	7253
909.8707	14.648	M+1	True	False		7542	6864
900.7959	16.136	M+0	False	False		6857	5680
749.4878	1.635	M+0	False	False		6835	6854
906.5261	2.366	M+0	False	False		6849	5361
1130.4937	12.853	M+0	False	False		6849	6844
452.3057	1.626	M+0	False	False		6848	5364
1368.8803	13.286	M+0	False	False		6260	6847
918.4694	1.729	M+2	True	False		5717	6844
1179.327	12.885	M+0	False	False		6785	6842
741.6288	13.806	M+0	False	False		8765	6841
874.7886	15.398	M+0	False	False		6292	6839
665.4599	1.821	M+1	True	False		5982	6837
1144.0825	16.049	M+0	False	False		0	6836
872.7699	15.677	M+0	False	False		6642	6833
774.2747	11.365	M+2	True	False		6830	5873
685.4377	3.941	M+0	False	False		6827	6662
686.5601	12.093	M+1	True	False		6816	6217
790.6344	9.993	M+0	False	False		7331	6816
656.62	11.951	M+0	False	False		3370	6809
894.549	1.867	M+0	False	False		5796	6807
1291.4086	13.506	M+1	True	False		6800	6908
882.2509	12.731	M+0	False	False		2796	6798
725.6053	12.14	M+0	False	False		6797	2842
1317.3632	15.271	M+2	True	False		6795	5217
703.616	13.899	M+3	True	False		6791	8538
956.5237	1.635	M+0	False	False		5361	6790
882.493	1.681	M+0	False	False		4914	6789
776.5086	1.729	M+0	False	False		6491	6782
770.466	1.767	M+0	False	False		6779	7499
670.5308	2.913	M+2	True	False		6777	5676
956.3978	2.226	M+0	False	False		6774	5809
917.394	5.544	M+0	False	False		5247	6772
853.5606	1.579	M+0	False	False		6769	6868
638.605	8.12	M+0	False	False		6762	2116
1042.3392	9.74	M+2	True	False		2050	6757
470.293	1.626	M+2	True	False		6755	5873
537.5376	15.08	M+0	False	False		4940	6754
747.4998	1.813	M+1	True	False		6751	6428
723.5122	9.119	M+2	True	False		6749	6962
551.5518	8.393	M+0	False	False		6747	6638
681.4884	2.226	M+0	False	False		6746	5930
830.5041	3.054	M+2	True	False		6741	5346
815.5188	1.493	M+0	False	False		4447	6737
699.5995	12.542	M+0	False	False		0	6737
649.5179	12.199	M+0	False	False		6734	6361
151.0162	1.635	M+0	False	False		7284	6730
483.37	2.319	M+0	False	False		6725	4658
632.5573	11.52	M+1	True	False		6723	7679
1366.4258	13.665	M+0	False	False		5712	6714
848.5659	2.281	M+0	False	False		6483	6711
595.5888	5.757	M+0	False	False		6709	5585
633.6053	9.254	M+0	False	False		6699	6455
723.5105	2.422	M+2	True	False		6215	6699
856.7467	14.51	M+0	False	False		6698	5811
903.8195	15.127	M+0	False	False		4936	6695
824.5782	2.234	M+0	False	False		5333	6689
723.5196	8.506	M+2	True	False		3535	6687
998.3302	12.735	M+3	True	False		6683	4724
1293.4055	13.517	M+1	True	False		6680	7149
664.6258	8.146	M+0	False	False		5219	6676
524.1966	1.913	M+0	False	False		6214	6674
801.5462	2.375	M+1	True	False		5764	6670
685.4363	4.957	M+0	False	False		6669	6567
482.2361	1.767	M+0	False	False		6667	6436
1382.1129	14.176	M+2	True	False		6907	6662
912.5449	1.72	M+0	False	False		6659	4849
784.5487	3.727	M+0	False	False		6658	6051
911.4596	1.961	M+0	False	False		6704	6656
1237.164	14.707	M+3	True	False		0	6654
897.7722	16.136	M+1	True	False		6654	5768
757.519	13.008	M+0	False	False		6650	6110
796.5485	3.101	M+0	False	False		6645	6253
1339.4619	11.298	M+0	False	False		2684	6643
683.508	2.793	M+0	False	False		8260	6641
1462.4048	15.58	M+0	False	False		6638	6489
1358.3663	13.411	M+2	True	False		6628	9666
809.7403	13.947	M+1	True	False		6625	5130
736.5404	6.671	M+0	False	False		6621	5667
537.168	4.837	M+1	True	False		3264	6617
930.4118	2.366	M+0	False	False		6614	6205
500.7371	1.579	M+1	True	False		6605	4436
742.5397	4.699	M+0	False	False		6347	6605
479.3066	1.579	M+1	True	False		6601	5713
824.5608	2.272	M+0	False	False		6597	3575
783.534	12.592	M+0	False	False		6591	6440
667.6483	11.52	M+0	False	False		6581	5569
685.4388	4.793	M+0	False	False		7651	6580
1068.3025	13.239	M+3	True	False		4331	6579
910.5002	1.681	M+0	False	False		5604	6577
1279.3594	15.175	M+1	True	False		5531	6574
637.5063	11.904	M+2	True	False		6573	8499
890.4921	2.234	M+2	True	False		6343	6568
936.4273	1.905	M+0	False	False		6566	5813
921.7318	14.32	M+0	False	False		6566	6216
826.7795	14.459	M+2	True	False		6057	6559
978.838	15.175	M+0	False	False		5725	6555
1344.9506	13.267	M+0	False	False		6552	5780
549.5078	11.809	M+1	True	False		4369	6544
398.3871	14.368	M+1	True	True		6543	5920
707.4923	11.673	M+0	False	False		6539	5042
463.8068	1.776	M+0	False	False		6440	6531
975.8874	15.631	M+0	False	False		6941	6531
210.0896	5.329	M+0	False	False		6528	4885
954.8368	12.932	M+2	True	False		3792	6526
1427.8976	15.503	M+1	True	False		4760	6524
687.5483	14.604	M+0	False	False		6522	5202
864.8033	14.602	M+0	False	False		5532	6519
560.5687	7.545	M+1	True	False		6518	4794
799.5341	2.366	M+1	True	False		6518	5373
730.5028	2.793	M+0	False	False		6320	6514
223.0633	15.798	M+0	False	False		3996	6513
398.268	1.579	M+0	False	False		6512	7527
849.2941	12.151	M+3	True	False		5774	6498
685.4366	7.687	M+0	False	False		6496	6430
763.5974	13.008	M+0	False	False		6494	6279
270.1666	2.319	M+1	True	False		6489	6398
754.5376	5.71	M+0	False	False		6486	6153
1476.4028	13.566	M+0	False	False		6478	7561
752.5519	4.544	M+0	False	False		6477	6323
1444.5986	12.14	M+0	False	False		6475	8597
836.2409	10.744	M+0	False	False		6521	6470
991.8167	13.02	M+0	False	False		6467	8795
798.491	4.511	M+0	False	False		6271	6467
1041.3402	9.74	M+1	True	False		2786	6457
669.5614	13.712	M+0	False	False		5807	6457
686.4431	12.246	M+1	True	False		5885	6457
723.5214	11.403	M+1	True	False		2692	6457
756.553	3.17	M+0	False	True		5930	6457
779.5616	3.644	M+1	True	False		5736	6455
1013.8555	15.175	M+0	False	False		0	6452
697.6102	6.86	M+0	False	False		6449	5746
924.6292	1.72	M+0	False	False		6447	5328
1323.3201	15.129	M+0	False	False		6444	4826
835.5516	2.328	M+1	True	False		6122	6442
1065.874	13.239	M+0	False	False		4678	6438
731.5087	2.461	M+1	True	False		6437	5102
594.6036	12.104	M+0	False	False		4913	6437
1425.588	13.566	M+0	False	False		6417	7889
820.5523	2.366	M+3	True	False		6416	5423
636.4601	4.605	M+0	False	False		4934	6415
443.2794	2.226	M+0	False	False		6414	3771
1353.2261	15.271	M+0	False	False		6413	5769
827.5232	2.461	M+2	True	False		6407	6649
1102.3798	13.333	M+0	False	False		4998	6402
538.1638	4.837	M+2	True	False		2859	6401
764.5761	6.671	M+0	False	False		6401	5285
685.436	8.44	M+0	False	False		6396	6095
681.4832	4.089	M+0	False	False		6395	7855
709.4948	1.821	M+1	True	False		5473	6395
777.5171	12.542	M+0	False	False		7602	6395
1455.1434	15.327	M+0	False	False		6123	6383
844.5353	2.819	M+0	False	False		6379	4678
269.1626	6.095	M+0	False	False	210.0892;1.0	6378	5535
1390.8807	15.398	M+1	True	False		8174	6371
928.4937	5.052	M+0	False	False		6366	4696
806.554	3.075	M+0	False	False		0	6358
664.4585	5.143	M+0	False	False		6356	6246
876.8018	15.444	M+2	True	False		5337	6353
1022.012	15.08	M+0	False	False		7763	6349
858.5059	4.191	M+0	False	False		6694	6347
773.6091	2.866	M+0	False	False		6345	5409
860.7769	14.412	M+0	False	False		4130	6344
719.4709	1.776	M+1	True	False		5895	6342
1284.3325	12.363	M+0	False	False		3967	6342
720.4424	1.532	M+0	False	False		6339	7083
1397.3977	13.411	M+0	False	False		6332	8960
902.757	13.18	M+0	False	False		5852	6324
719.6452	14.368	M+3	True	False		6316	3940
1231.1305	14.176	M+0	False	False		0	6313
766.4684	1.673	M+0	False	False		6310	5544
689.5656	15.431	M+0	False	False		6306	5706
875.7813	13.947	M+3	True	False		6305	4629
1064.8716	13.219	M+0	False	False		6303	4380
882.57	2.319	M+0	False	False		6299	5257
901.4633	1.673	M+0	False	False		6288	3551
681.4838	7.938	M+0	False	False		6719	6286
865.7989	14.507	M+0	False	False		5719	6285
1018.9366	14.554	M+3	True	False		5428	6283
1180.328	12.853	M+1	True	False		6283	7652
469.3116	1.587	M+0	False	False		6478	6280
465.2911	2.366	M+0	False	False		6267	4674
1323.3604	12.363	M+2	True	False		4218	6266
915.6818	13.381	M+0	False	False		5901	6256
698.439	1.867	M+0	False	False		6910	6255
1114.0541	16.129	M+0	False	False		0	6251
1428.109	16.1	M+0	False	False		6250	5447
698.2555	9.283	M+0	False	False		5152	6248
480.2702	4.098	M+2	True	False		4873	6248
918.4278	1.867	M+0	False	False		4895	6244
764.5013	1.635	M+2	True	False		5773	6242
1279.3491	15.224	M+1	True	False		6242	5983
426.7625	2.281	M+0	False	False		6151	6241
742.655	12.853	M+1	True	False		6241	5496
464.3049	1.813	M+1	True	False		6240	5593
652.6708	9.254	M+0	False	False		6240	4385
459.8189	1.579	M+0	False	False		6239	4358
200.0829	16.345	M+0	False	False		47763	6238
1276.1934	14.81	M+0	False	False		2204	6226
918.8321	14.507	M+1	True	False		4880	6222
666.465	6.693	M+3	True	True		5685	6221
663.454	14.604	M+0	False	False		6218	5528
791.527	1.767	M+0	False	False		6215	5078
500.7249	1.858	M+0	False	False		6213	4779
548.5046	16.016	M+0	False	False		5221	6209
694.5044	13.459	M+1	True	False		6204	5735
689.565	15.61	M+0	False	False		6204	5501
906.4852	1.673	M+0	False	False		6203	3471
1120.085	16.049	M+3	True	False		0	6201
771.4164	4.899	M+3	True	False		6199	5601
591.4964	9.97	M+0	False	False		6199	6369
830.5536	2.055	M+0	False	False		4679	6194
1342.1678	15.536	M+1	True	False		6189	4804
420.2822	1.54	M+0	False	False		7046	6186
1245.1025	12.187	M+1	True	False		6186	4778
796.0099	12.545	M+0	False	False		6185	6189
877.7281	14.176	M+0	False	False		5303	6185
648.5161	11.095	M+1	True	False		6181	2937
937.5454	1.72	M+3	True	False		6181	5671
685.4361	11.365	M+0	False	False		6175	6082
755.5437	2.84	M+1	True	True		4489	6173
1352.2239	15.271	M+0	False	False		6172	5323
918.3887	5.544	M+1	True	False		5811	6169
685.4374	9.016	M+0	False	False		5689	6156
919.7642	12.789	M+3	True	False		3637	6145
685.4365	3.821	M+0	False	False		6138	5904
723.5168	3.075	M+2	True	False		6682	6131
663.4544	2.595	M+0	False	False		6128	4681
777.615	13.02	M+0	False	False		6118	5729
436.2924	1.532	M+0	False	False		6117	0
423.2654	1.532	M+0	False	False		6115	7231
847.7565	13.854	M+0	False	False		5418	6112
596.5984	12.545	M+0	False	False		6106	6047
1425.3987	15.503	M+0	False	False		6135	6106
705.5036	3.217	M+3	True	False		6104	5740
1116.0538	15.583	M+0	False	False		0	6100
961.8311	15.175	M+0	False	False		3910	6096
800.5338	1.813	M+0	False	False		6094	0
299.306	9.237	M+0	False	False		5814	6093
700.6294	13.665	M+0	False	False		5308	6088
693.55	13.708	M+2	True	False		6087	6373
657.6068	11.999	M+2	True	False		6084	5260
1355.9202	12.304	M+0	False	False		6044	6084
711.4995	2.375	M+1	True	False		3837	6069
1056.2739	10.237	M+0	False	False	355.0733;1.0	2117	6067
1323.1678	12.093	M+0	False	False		6066	5350
531.4076	5.097	M+0	False	False	501.0758;1.0	6063	0
1331.2389	14.81	M+0	False	False		11700	6062
760.4737	1.813	M+0	False	False		6059	5691
742.5469	13.008	M+1	True	False		6053	4500
384.2795	1.626	M+0	False	False		6052	6089
709.513	6.671	M+0	False	False		6052	7650
1268.3718	9.645	M+1	True	False		3829	6049
836.5814	4.285	M+0	False	False		5646	6043
895.5571	1.729	M+0	False	False		4614	6041
695.6386	14.604	M+2	True	False		6031	6191
715.4993	1.72	M+1	True	False		6031	4885
807.5567	1.72	M+0	False	False		6028	5270
883.7661	14.507	M+2	True	False		5668	6026
774.6211	3.205	M+0	False	False		6021	5968
891.4723	1.813	M+0	False	False		6015	5728
924.3362	4.972	M+0	False	False		4040	6014
475.7714	1.579	M+0	False	False		6013	4705
877.566	1.729	M+0	False	False		5691	6011
669.6216	8.0	M+1	True	False		6009	4694
944.8492	14.602	M+1	True	False		5667	5999
956.8395	15.922	M+0	False	False		0	5999
646.5589	13.428	M+0	False	False		6052	5998
689.3734	4.039	M+0	False	False		5595	5998
622.6082	7.709	M+1	True	False		5943	5996
842.6399	3.075	M+0	False	False		3996	5996
479.2683	4.544	M+0	False	False		5996	3712
912.5832	1.767	M+0	False	False		5990	4123
451.3179	1.72	M+0	False	False		5988	5053
845.5837	1.867	M+1	True	False		4629	5988
857.8278	14.459	M+2	True	False		3538	5982
874.7872	15.964	M+0	False	False		5477	5982
930.8666	16.17	M+0	False	False		5981	5657
808.5692	3.075	M+0	False	False		5802	5981
1342.134	13.286	M+1	True	False		5639	5971
678.48	15.398	M+0	False	False	663.456;1.0	5123	5970
1275.0749	14.652	M+2	True	False		5965	4629
469.7592	1.579	M+0	False	False		5961	3775
790.6093	5.71	M+0	False	False		5961	5317
1029.3599	13.133	M+0	False	False		2711	5960
863.7893	14.32	M+1	True	False		5959	4808
749.5052	1.776	M+3	True	False		6101	5959
737.4969	2.234	M+1	True	False		5714	5952
854.5709	1.776	M+2	True	False		0	5945
1027.8611	13.115	M+1	True	False		5945	3813
906.4315	2.635	M+0	False	False		5944	7213
710.5372	14.707	M+0	False	False		5752	5940
712.5512	14.368	M+3	True	False		5938	5156
852.3084	4.027	M+2	True	False		2792	5936
1343.1816	15.28	M+0	False	False		5596	5936
1252.8456	4.077	M+1	True	False		5935	4517
908.239	7.287	M+0	False	False		2358	5933
478.8115	1.587	M+0	False	False		5909	5931
896.2767	4.027	M+1	True	False		3331	5931
913.4554	1.776	M+1	True	False		5366	5926
1391.3789	15.398	M+2	True	False		4403	5926
210.0897	3.101	M+0	False	False		5925	3784
808.582	7.218	M+0	False	False		5923	6219
738.4914	2.272	M+2	True	False		5922	6048
664.4589	5.806	M+0	False	False		4918	5920
870.5637	1.767	M+0	False	False		5918	5876
855.5164	2.226	M+3	True	False		5912	5084
454.302	2.234	M+0	False	False		5003	5910
673.5898	15.222	M+0	False	False		5100	5905
1335.18	14.707	M+0	False	False		6776	5900
650.5156	4.746	M+0	False	False		5586	5899
476.7751	1.579	M+1	True	False		5898	5672
922.0366	13.381	M+0	False	False		0	5897
691.4115	1.72	M+0	False	False		5896	5477
532.4129	11.809	M+1	True	False		5660	5896
685.656	12.545	M+0	False	False		5893	4210
670.5659	12.199	M+1	True	False		5763	5891
1321.316	15.327	M+0	False	False		6421	5889
872.7713	16.173	M+0	False	False		5740	5888
1249.3411	12.092	M+3	True	False		3032	5883
678.4742	2.328	M+0	False	False		5679	5883
704.599	12.853	M+0	False	False		5881	3971
746.5544	1.905	M+0	False	False		5880	5854
1456.145	15.58	M+0	False	False		5880	5439
1149.503	8.356	M+0	False	False		1486	5878
754.4873	1.673	M+0	False	False		5877	5374
664.46	7.241	M+1	True	False		5587	5876
823.531	2.226	M+0	False	False		5872	7712
1294.1451	14.507	M+0	False	False		4679	5867
1333.2457	14.81	M+2	True	False		5686	5867
822.5	3.075	M+0	False	False		4125	5866
649.6345	9.468	M+0	False	False		5374	5861
678.5322	13.459	M+1	True	False		5861	4613
925.7995	14.176	M+0	False	False		4569	5856
928.5768	1.776	M+0	False	False		5533	5852
717.4854	12.14	M+0	False	False		5850	4937
656.6036	12.199	M+0	False	False		5847	2716
760.5174	2.046	M+0	False	False		5845	5429
862.4915	2.272	M+0	False	False		5842	5490
901.6299	4.605	M+1	True	False		3662	5842
449.296	1.532	M+1	True	False		5840	7579
784.5863	6.521	M+0	False	False		5701	5838
870.7408	13.363	M+0	False	False		5835	4741
926.8074	14.27	M+0	False	False		5557	5827
1066.3733	13.192	M+2	True	False		4419	5815
440.7809	1.532	M+0	False	False		5809	5346
1286.1445	12.686	M+0	False	False		5806	6347
770.4552	3.632	M+0	False	False		5806	3416
663.4544	2.328	M+0	False	False		5407	5794
541.5412	6.741	M+0	False	False		0	5793
1219.3882	13.363	M+1	True	False		5793	5947
1215.7672	4.086	M+0	False	False		5563	5791
873.5639	1.729	M+1	True	False		5756	5790
684.6709	12.545	M+0	False	False		5786	4240
1201.905	12.187	M+0	False	False		5785	5693
703.578	5.676	M+0	False	False		1142	5783
789.5416	1.858	M+3	True	False		5782	5707
902.4683	1.72	M+1	True	False		5777	5527
550.4108	1.767	M+0	False	False		5775	5159
983.2613	8.575	M+1	True	False		3164	5775
680.4824	0.77	M+0	False	False		4936	5774
1307.2373	15.08	M+0	False	False		5684	5765
920.4319	1.821	M+2	True	False		6045	5761
1273.3162	12.64	M+0	False	False		5746	14745
251.0467	0.333	M+0	False	False		5741	4381
777.4778	1.54	M+1	True	False		2867	5739
685.4372	3.147	M+0	False	False		5734	5524
1330.1509	12.805	M+0	False	False		5733	4611
798.4086	2.887	M+0	False	False		5089	5729
186.0868	14.754	M+0	False	False		5258	5726
1331.3695	13.239	M+2	True	False		4808	5725
538.542	12.304	M+0	False	False		5501	5722
223.0643	16.049	M+0	False	False		5436	5721
477.3078	1.635	M+0	False	False		8090	5716
888.4684	1.729	M+0	False	False		4222	5715
299.2015	12.093	M+0	False	False		5713	5057
857.5709	1.767	M+1	True	False		5711	3707
748.5088	2.281	M+0	False	False		4254	5710
1370.1672	14.365	M+1	True	False		4865	5708
723.5133	9.959	M+0	False	False		5706	5529
960.3687	3.007	M+2	True	False		5705	4772
